name	Virulence	Acid	Biocide	Metal	Heat
FH131	cvaC,espX1,fdeC,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchF,tsh	ymgB	emrE		
FH205	cvaC,fdeC,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchF,pic,sslE,vactox,ybtP,ybtQ	ymgB	emrE		
FH54	fdeC,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchB,mchF,pic,sslE,vactox	ymgB	emrE		
FH32	astA,espX1,fdeC,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA1,tsh	ymgB	emrE		
AVC8	cvaC,fdeC,ibeA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,sslE,tsh,vactox,ybtP,ybtQ	ymgB	emrE,qacEdelta1	merC,merP,merR,merT	
FH112	cvaC,fdeC,ibeA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchF,sslE,tsh,vactox,ybtP,ybtQ	ymgB	emrE		
AVC109		ymgB	qacEdelta1		
AVC77	fdeC,hlyE,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchB,mchF,papC,papE,papF,papG-II,sslE,tsh,vactox,ybtP,ybtQ	ymgB	emrE,qacEdelta1	terD,terW,terZ	
FH191	fdeC,ireA,iss,iucA,iucB,iucC,iucD,iutA,lpfA,pic,sslE,vactox,ybtP,ybtQ	ymgB	emrE		
FH194	cvaC,fdeC,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,papA,papC,papE,papF,papG-II,sslE,vactox,ybtP,ybtQ	ymgB	emrE		
FH115	fdeC,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchB,mchF,pic,sslE,vactox	ymgB	emrE		
FH90	cvaC,fdeC,ibeA,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,papA,papC,papE,papF,papG-II,sslE,tsh,vactox,ybtP,ybtQ	ymgB	emrE		
AVC105	cvaC,eilA,espX1,fdeC,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,sslE	ymgB	emrE,qacEdelta1	arsA,arsD,arsR	
FH118	air,cvaC,eilA,espX1,fdeC,iroB,iroC,iroD,iroE,iroN,iss,lpfA,mchF,ybtP,ybtQ	ymgB		arsD	
AVC39	cvaC,eilA,espX1,fdeC,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,sslE	ymgB	emrE,qacEdelta1	arsA,arsD,arsR	
FH197	cvaC,fdeC,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchF,pic,sslE,vactox,ybtP,ybtQ	ymgB	emrE		
AVC232	cvaC,espX1,fdeC,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA1,mchF,sfaF	ymgB	emrE	merC,merP,merR,merT	
FH129					
FH86	air,cif,cvaC,eae,eilA,espA,espB,espF,espX1,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchF,nleA,nleB,nleB2,tir,tsh,ybtP,ybtQ	ymgB	emrE	arsD	
AVC103	astA,cvaC,fdeC,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,papA,papC,papE,papF,papG-II,sslE,vactox	ymgB	emrE,qacEdelta1	merC,merP,merR,merT	
FH17	espX1,etpD,fdeC,iss,lpfA	ymgB	emrE		
